cell_type,n_cells,model,pseudobulk_pearson,pseudobulk_rmse_log1p,encoder,species,organ,target,seed,ratio,n_genes
microglial cell.,50,image,0.075027547776699,0.1693025678396225,conch,human,pancreas,PCHM006,2,1.0,130
microglial cell.,50,train_mean,0.2529491782188415,0.1315844058990478,conch,human,pancreas,PCHM006,2,1.0,130
monocyte.,47,image,0.0396078079938888,0.1711569279432296,conch,human,pancreas,PCHM006,2,1.0,130
monocyte.,47,train_mean,0.261983573436737,0.1312493979930877,conch,human,pancreas,PCHM006,2,1.0,130
myeloid cell.,22,image,0.0976664870977401,0.1405448168516159,conch,human,pancreas,PCHM006,2,1.0,130
myeloid cell.,22,train_mean,0.3080565631389618,0.100427821278572,conch,human,pancreas,PCHM006,2,1.0,130
native cell.,91,image,0.5593187212944031,0.1099809855222702,conch,human,pancreas,PCHM006,2,1.0,130
native cell.,91,train_mean,0.7281217575073242,0.0758257135748863,conch,human,pancreas,PCHM006,2,1.0,130
natural killer cell.,70,image,0.0294322129338979,0.1600668877363205,conch,human,pancreas,PCHM006,2,1.0,130
natural killer cell.,70,train_mean,0.2083203047513961,0.1310424655675888,conch,human,pancreas,PCHM006,2,1.0,130
neutrophil.,33,image,0.1421448439359665,0.1294581592082977,conch,human,pancreas,PCHM006,2,1.0,130
neutrophil.,33,train_mean,0.3768123388290405,0.0778533220291137,conch,human,pancreas,PCHM006,2,1.0,130
pancreatic A cell.,539,image,0.6447075009346008,0.1302518397569656,conch,human,pancreas,PCHM006,2,1.0,130
pancreatic A cell.,539,train_mean,0.7138678431510925,0.0491391494870185,conch,human,pancreas,PCHM006,2,1.0,130
pancreatic ductal cell.,163,image,0.5273475050926208,0.1483868211507797,conch,human,pancreas,PCHM006,2,1.0,130
pancreatic ductal cell.,163,train_mean,0.5292649865150452,0.1160341203212738,conch,human,pancreas,PCHM006,2,1.0,130
plasma cell.,25,image,0.0099447388201951,0.1321888566017151,conch,human,pancreas,PCHM006,2,1.0,130
plasma cell.,25,train_mean,0.1913283020257949,0.0781745240092277,conch,human,pancreas,PCHM006,2,1.0,130
respiratory basal cell.,34,image,0.4167348146438598,0.1843964010477066,conch,human,pancreas,PCHM006,2,1.0,130
respiratory basal cell.,34,train_mean,0.4222881197929382,0.140071615576744,conch,human,pancreas,PCHM006,2,1.0,130
secretory cell.,389,image,0.4115446209907532,0.1772004514932632,conch,human,pancreas,PCHM006,2,1.0,130
secretory cell.,389,train_mean,0.4362783432006836,0.1417040228843689,conch,human,pancreas,PCHM006,2,1.0,130
smooth muscle cell.,299,image,0.608697235584259,0.0952004939317703,conch,human,pancreas,PCHM006,2,1.0,130
smooth muscle cell.,299,train_mean,0.729677140712738,0.0650450736284256,conch,human,pancreas,PCHM006,2,1.0,130
stromal cell.,612,image,0.493684321641922,0.0999317094683647,conch,human,pancreas,PCHM006,2,1.0,130
stromal cell.,612,train_mean,0.7198053002357483,0.0520798005163669,conch,human,pancreas,PCHM006,2,1.0,130
"Analyze the following list of 200 genes sorted by decreasing expression levels in a Human cell and determine its cell type.
Cell sentence:.
Based on these genes, the corresponding cell type is: neuron.",83,image,,0.0280758161097764,conch,human,skin,HSDX009,0,1.0,90
"Analyze the following list of 200 genes sorted by decreasing expression levels in a Human cell and determine its cell type.
Cell sentence:.
Based on these genes, the corresponding cell type is: neuron.",83,train_mean,,0.0961746871471405,conch,human,skin,HSDX009,0,1.0,90
B cell.,69,image,0.066965714097023,0.0359758622944355,conch,human,skin,HSDX009,0,1.0,90
B cell.,69,train_mean,0.142933651804924,0.0904507413506507,conch,human,skin,HSDX009,0,1.0,90
"Below is a list of 200 gene names in order of descending expression level from a Human cell. Based on this, predict what the cell type of this cell is.
Cell sentence:.
These genes are most likely associated with cell type: neuron.",100,image,,0.0290767159312963,conch,human,skin,HSDX009,0,1.0,90
"Below is a list of 200 gene names in order of descending expression level from a Human cell. Based on this, predict what the cell type of this cell is.
Cell sentence:.
These genes are most likely associated with cell type: neuron.",100,train_mean,,0.0961746722459793,conch,human,skin,HSDX009,0,1.0,90
"Below is a list of 200 gene names sorted by descending expression in a Human cell. Determine the cell type of this cell from its expressed genes.
Cell sentence:.
The associated cell type for these genes appears to be: neuron.",75,image,,0.0306004416197538,conch,human,skin,HSDX009,0,1.0,90
"Below is a list of 200 gene names sorted by descending expression in a Human cell. Determine the cell type of this cell from its expressed genes.
Cell sentence:.
The associated cell type for these genes appears to be: neuron.",75,train_mean,,0.0961746871471405,conch,human,skin,HSDX009,0,1.0,90
"Below is a list of 200 genes ordered by descending expression in a Human cell. Use this information to determine the cell type.
Cell sentence:.
These genes suggest the cell type is most likely: neuron.",93,image,,0.0259905587881803,conch,human,skin,HSDX009,0,1.0,90
"Below is a list of 200 genes ordered by descending expression in a Human cell. Use this information to determine the cell type.
Cell sentence:.
These genes suggest the cell type is most likely: neuron.",93,train_mean,,0.0961746871471405,conch,human,skin,HSDX009,0,1.0,90
"CD4-positive, alpha-beta T cell.",27,image,0.1757076680660247,0.0438801236450672,conch,human,skin,HSDX009,0,1.0,90
"CD4-positive, alpha-beta T cell.",27,train_mean,0.0720003321766853,0.0940871089696884,conch,human,skin,HSDX009,0,1.0,90
"CD8-positive, alpha-beta T cell.",181,image,0.2294729799032211,0.0369258373975753,conch,human,skin,HSDX009,0,1.0,90
"CD8-positive, alpha-beta T cell.",181,train_mean,0.2838159799575805,0.0855933502316474,conch,human,skin,HSDX009,0,1.0,90
"Examine the list of 200 gene names sorted by decreasing expression in a Human cell, and from this, identify its cell type.
Cell sentence:.
These genes are commonly found in cell type: neuron.",84,image,,0.0272382292896509,conch,human,skin,HSDX009,0,1.0,90
"Examine the list of 200 gene names sorted by decreasing expression in a Human cell, and from this, identify its cell type.
Cell sentence:.
These genes are commonly found in cell type: neuron.",84,train_mean,,0.0961746871471405,conch,human,skin,HSDX009,0,1.0,90
"From the list of 200 gene names ordered by decreasing expression level in a Human cell, infer the cell type of the cell.
Cell sentence:.
These genes suggest the cell type is most likely: neuron.",74,image,,0.0313913114368915,conch,human,skin,HSDX009,0,1.0,90
"From the list of 200 gene names ordered by decreasing expression level in a Human cell, infer the cell type of the cell.
Cell sentence:.
These genes suggest the cell type is most likely: neuron.",74,train_mean,,0.0961746871471405,conch,human,skin,HSDX009,0,1.0,90
"From the list of 200 gene names sorted by decreasing expression levels in a Human cell, predict the cell type.
Cell sentence:.
The genes provided are most commonly expressed in cell type: neuron.",78,image,,0.0282201487571001,conch,human,skin,HSDX009,0,1.0,90
"From the list of 200 gene names sorted by decreasing expression levels in a Human cell, predict the cell type.
Cell sentence:.
The genes provided are most commonly expressed in cell type: neuron.",78,train_mean,,0.0961746871471405,conch,human,skin,HSDX009,0,1.0,90
"Given the list of 200 gene names ordered by descending expression level from a Human cell, identify the cell type.
Cell sentence:.
The probable cell type for these genes is: neuron.",75,image,,0.0294072404503822,conch,human,skin,HSDX009,0,1.0,90
"Given the list of 200 gene names ordered by descending expression level from a Human cell, identify the cell type.
Cell sentence:.
The probable cell type for these genes is: neuron.",75,train_mean,,0.0961746871471405,conch,human,skin,HSDX009,0,1.0,90
"Here is a list of 200 genes in order of descending expression level from a Human cell. Identify the cell type of this cell based on this information.
Cell sentence:.
The expected cell type based on these genes is: neuron.",106,image,,0.0298955384641885,conch,human,skin,HSDX009,0,1.0,90
"Here is a list of 200 genes in order of descending expression level from a Human cell. Identify the cell type of this cell based on this information.
Cell sentence:.
The expected cell type based on these genes is: neuron.",106,train_mean,,0.0961746573448181,conch,human,skin,HSDX009,0,1.0,90
"Here is a list of 200 genes ordered by expression level in a Human cell. Based on this information, identify the cell type.
Cell sentence:.
Based on the expression levels, the cell type would likely be: neuron.",94,image,,0.0337753184139728,conch,human,skin,HSDX009,0,1.0,90
"Here is a list of 200 genes ordered by expression level in a Human cell. Based on this information, identify the cell type.
Cell sentence:.
Based on the expression levels, the cell type would likely be: neuron.",94,train_mean,,0.0961746871471405,conch,human,skin,HSDX009,0,1.0,90
T cell.,121,image,0.4546934068202972,0.0433779545128345,conch,human,skin,HSDX009,0,1.0,90
T cell.,121,train_mean,0.3812967836856842,0.0784268379211425,conch,human,skin,HSDX009,0,1.0,90
"The 200 gene names below are arranged by descending expression level in a Human cell. Determine the cell type of this cell.
Cell sentence:.
The cell type that these genes are most commonly linked with is: neuron.",86,image,,0.0276706311851739,conch,human,skin,HSDX009,0,1.0,90
"The 200 gene names below are arranged by descending expression level in a Human cell. Determine the cell type of this cell.
Cell sentence:.
The cell type that these genes are most commonly linked with is: neuron.",86,train_mean,,0.0961746945977211,conch,human,skin,HSDX009,0,1.0,90
"The 200 gene names below are listed by descending expression level in a Human cell. Predict the cell type based on this information.
Cell sentence:.
These genes are indicative of cell type: neuron.",95,image,,0.0334134437143802,conch,human,skin,HSDX009,0,1.0,90
"The 200 gene names below are listed by descending expression level in a Human cell. Predict the cell type based on this information.
Cell sentence:.
These genes are indicative of cell type: neuron.",95,train_mean,,0.0961746796965599,conch,human,skin,HSDX009,0,1.0,90
"The 200 gene names below are listed by descending expression levels in a Human cell. Based on this, predict the cell type.
Cell sentence:.
The cell type corresponding to these genes is: neuron.",81,image,,0.0275769848376512,conch,human,skin,HSDX009,0,1.0,90
"The 200 gene names below are listed by descending expression levels in a Human cell. Based on this, predict the cell type.
Cell sentence:.
The cell type corresponding to these genes is: neuron.",81,train_mean,,0.0961746871471405,conch,human,skin,HSDX009,0,1.0,90
"The following is a list of 200 gene names ordered by descending expression level in a Human cell. Your task is to give the cell type which this cell belongs to based on its gene expression.
Cell sentence:.
The cell type corresponding to these genes is: neuron.",62,image,,0.0291136614978313,conch,human,skin,HSDX009,0,1.0,90
"The following is a list of 200 gene names ordered by descending expression level in a Human cell. Your task is to give the cell type which this cell belongs to based on its gene expression.
Cell sentence:.
The cell type corresponding to these genes is: neuron.",62,train_mean,,0.0961746796965599,conch,human,skin,HSDX009,0,1.0,90
"The following list contains 200 gene names ordered by descending expression level in a Human cell. Deduce the cell type based on this.
Cell sentence:.
These genes typically correspond to cell type: CD74 MALAT1 RPLP1 RPL41 RPL10 RPS12 RPL13 RPL32 RPS18 RPL18A RPL28 RPS8 RPL19 RPS23 RPS19 RPL11 RPS27A RPL30 RPS15A RPS3A RPL39 RPS28 RPS15 RPL12 RPS27 RPL8 RPL29 RPS13 RPL7A RPS3 RPL34 RPS14 RPL18 RPS7 RPLP0 RPL35A RPS5 RPLP2 RPS24 RPL37 RPS4X RPL3 RPS21 RPL36 RPS6 RPL5 RPL14 RPS25 RPL35 RPS9 RPL6 RPL15 RPL9 RPSA RPL21 RPL10A RPL23A RPS2 RPL24 RPL37A RPS16 RPL13A RPL22 RPS29 EEF1B2 RPL7 RACK1 RPL4 RPL31 RPL27 RPS26 RPL38 RPL26 RPS11 RPL27A TPT1 RPS20 EEF1D NACA RPL23 PTMA RPS4Y1 FAU RPL17 TMSB10 EEF2 UBA52 RPL36A PFDN5 EEF1G B2M RPS17 TMSB4X FTL ACTB HLA-DRA HLA-DRB1 HLA-DPA1 HLA-DPB1 HLA-B EIF1 PABPC1 CD37 HLA-DQA1 HLA-C BTF3 COX4I1 NPM1 HLA-DRB5 HLA-DQB1 HNRNPA1 PFN1 CD79A FTH1 H3-3B NME2 TOMM7 HLA-DMA H3-3A RPL36AL HLA-E RPL22L1 EIF3E PPDPF TMA7 EIF3F CD52 RPS10 EIF3K RPL36AL HLA-A EIF3H NOP53 RPS4Y2 HINT1 RPL35 PPIA UBC EIF3L EIF3F PNRC1 EIF3K RPS15P4 RPL8 TSC22D3 HNRNPA2B1 EIF3H SERF2 RPL23 ATP5MC2 RPL31-AS1 EIF4A2 RPL7P9 ATP5F1E NAP1L1 RPL10P9 UQCRH EIF3G EIF3M SLC25A6 EIF3D PSMB9 TMEM258 RPS3AP6 UQCRB RPL22L2 RPL36P2 RPSAP9 EIF3E-AS1 RPL10P6 RPL13AP5 EIF4A1 RPL26P19 RPSAP9 PSMB1 ATP5MG RPL3P4 RPL9P9 RPSAP8 RPSAP4 SNHG29 RPL26P6 RPL24P8 RPSAP2 RPL13AP25 RPSAP18 RPL15P2 RPL37P2 RPSAP6 RPL13AP7.
These genes typically correspond to cell type: memory B cell.",89,image,,0.0310186613351106,conch,human,skin,HSDX009,0,1.0,90
"The following list contains 200 gene names ordered by descending expression level in a Human cell. Deduce the cell type based on this.
Cell sentence:.
These genes typically correspond to cell type: CD74 MALAT1 RPLP1 RPL41 RPL10 RPS12 RPL13 RPL32 RPS18 RPL18A RPL28 RPS8 RPL19 RPS23 RPS19 RPL11 RPS27A RPL30 RPS15A RPS3A RPL39 RPS28 RPS15 RPL12 RPS27 RPL8 RPL29 RPS13 RPL7A RPS3 RPL34 RPS14 RPL18 RPS7 RPLP0 RPL35A RPS5 RPLP2 RPS24 RPL37 RPS4X RPL3 RPS21 RPL36 RPS6 RPL5 RPL14 RPS25 RPL35 RPS9 RPL6 RPL15 RPL9 RPSA RPL21 RPL10A RPL23A RPS2 RPL24 RPL37A RPS16 RPL13A RPL22 RPS29 EEF1B2 RPL7 RACK1 RPL4 RPL31 RPL27 RPS26 RPL38 RPL26 RPS11 RPL27A TPT1 RPS20 EEF1D NACA RPL23 PTMA RPS4Y1 FAU RPL17 TMSB10 EEF2 UBA52 RPL36A PFDN5 EEF1G B2M RPS17 TMSB4X FTL ACTB HLA-DRA HLA-DRB1 HLA-DPA1 HLA-DPB1 HLA-B EIF1 PABPC1 CD37 HLA-DQA1 HLA-C BTF3 COX4I1 NPM1 HLA-DRB5 HLA-DQB1 HNRNPA1 PFN1 CD79A FTH1 H3-3B NME2 TOMM7 HLA-DMA H3-3A RPL36AL HLA-E RPL22L1 EIF3E PPDPF TMA7 EIF3F CD52 RPS10 EIF3K RPL36AL HLA-A EIF3H NOP53 RPS4Y2 HINT1 RPL35 PPIA UBC EIF3L EIF3F PNRC1 EIF3K RPS15P4 RPL8 TSC22D3 HNRNPA2B1 EIF3H SERF2 RPL23 ATP5MC2 RPL31-AS1 EIF4A2 RPL7P9 ATP5F1E NAP1L1 RPL10P9 UQCRH EIF3G EIF3M SLC25A6 EIF3D PSMB9 TMEM258 RPS3AP6 UQCRB RPL22L2 RPL36P2 RPSAP9 EIF3E-AS1 RPL10P6 RPL13AP5 EIF4A1 RPL26P19 RPSAP9 PSMB1 ATP5MG RPL3P4 RPL9P9 RPSAP8 RPSAP4 SNHG29 RPL26P6 RPL24P8 RPSAP2 RPL13AP25 RPSAP18 RPL15P2 RPL37P2 RPSAP6 RPL13AP7.
These genes typically correspond to cell type: memory B cell.",89,train_mean,,0.0961746945977211,conch,human,skin,HSDX009,0,1.0,90
astrocyte.,24,image,0.523036003112793,0.0388748124241828,conch,human,skin,HSDX009,0,1.0,90
astrocyte.,24,train_mean,0.4541914463043213,0.0824112743139267,conch,human,skin,HSDX009,0,1.0,90
cardiac endothelial cell.,54,image,0.8389478921890259,0.0446209758520126,conch,human,skin,HSDX009,0,1.0,90
cardiac endothelial cell.,54,train_mean,0.4236118197441101,0.0859155729413032,conch,human,skin,HSDX009,0,1.0,90
cardiac muscle cell.,21,image,-0.089899331331253,0.0339018180966377,conch,human,skin,HSDX009,0,1.0,90
cardiac muscle cell.,21,train_mean,-0.0635570958256721,0.0961873158812522,conch,human,skin,HSDX009,0,1.0,90
cardiac muscle myoblast.,567,image,0.8678216934204102,0.0262276418507099,conch,human,skin,HSDX009,0,1.0,90
cardiac muscle myoblast.,567,train_mean,0.3747462332248688,0.0868652984499931,conch,human,skin,HSDX009,0,1.0,90
ciliated cell.,43,image,0.8176212310791016,0.0546151287853717,conch,human,skin,HSDX009,0,1.0,90
ciliated cell.,43,train_mean,0.3418886959552765,0.1038175821304321,conch,human,skin,HSDX009,0,1.0,90
cortical cell of adrenal gland.,46,image,0.7264172434806824,0.041425310075283,conch,human,skin,HSDX009,0,1.0,90
cortical cell of adrenal gland.,46,train_mean,0.5296743512153625,0.0864431262016296,conch,human,skin,HSDX009,0,1.0,90
cultured cell.,43,image,0.6686500310897827,0.0344571471214294,conch,human,skin,HSDX009,0,1.0,90
cultured cell.,43,train_mean,0.3946563899517059,0.0822909623384475,conch,human,skin,HSDX009,0,1.0,90
endocardial cell.,25,image,0.6123253107070923,0.1795657277107238,conch,human,skin,HSDX009,0,1.0,90
endocardial cell.,25,train_mean,0.3409259021282196,0.1877464652061462,conch,human,skin,HSDX009,0,1.0,90
endothelial cell of lymphatic vessel.,136,image,0.5646396279335022,0.0401142574846744,conch,human,skin,HSDX009,0,1.0,90
endothelial cell of lymphatic vessel.,136,train_mean,0.503158688545227,0.088838092982769,conch,human,skin,HSDX009,0,1.0,90
endothelial cell of vascular tree.,396,image,0.8223631978034973,0.0380097366869449,conch,human,skin,HSDX009,0,1.0,90
endothelial cell of vascular tree.,396,train_mean,0.531574547290802,0.0736951008439064,conch,human,skin,HSDX009,0,1.0,90
endothelial cell.,2989,image,0.8140167593955994,0.0546621270477771,conch,human,skin,HSDX009,0,1.0,90
endothelial cell.,2989,train_mean,0.5509778261184692,0.0789153724908828,conch,human,skin,HSDX009,0,1.0,90
enterocyte.,380,image,0.8360129594802856,0.0945386514067649,conch,human,skin,HSDX009,0,1.0,90
enterocyte.,380,train_mean,0.3250889778137207,0.1402965933084488,conch,human,skin,HSDX009,0,1.0,90
epithelial cell of lower respiratory tract.,40,image,0.8993523120880127,0.0754676535725593,conch,human,skin,HSDX009,0,1.0,90
epithelial cell of lower respiratory tract.,40,train_mean,0.4342618584632873,0.130163699388504,conch,human,skin,HSDX009,0,1.0,90
epithelial cell of proximal tubule.,43,image,0.929627239704132,0.0758770108222961,conch,human,skin,HSDX009,0,1.0,90
epithelial cell of proximal tubule.,43,train_mean,0.4891899824142456,0.1291098296642303,conch,human,skin,HSDX009,0,1.0,90
epithelial cell.,86,image,0.8206772804260254,0.128963902592659,conch,human,skin,HSDX009,0,1.0,90
epithelial cell.,86,train_mean,0.4331242144107818,0.1699290126562118,conch,human,skin,HSDX009,0,1.0,90
fibroblast of cardiac tissue.,357,image,0.775530219078064,0.0675170421600341,conch,human,skin,HSDX009,0,1.0,90
fibroblast of cardiac tissue.,357,train_mean,0.2849707007408142,0.1029406264424324,conch,human,skin,HSDX009,0,1.0,90
fibroblast.,1846,image,0.8711244463920593,0.0803940370678901,conch,human,skin,HSDX009,0,1.0,90
fibroblast.,1846,train_mean,0.4440690577030182,0.1015757843852043,conch,human,skin,HSDX009,0,1.0,90
glutamatergic neuron.,47,image,0.3679066598415375,0.0234003011137247,conch,human,skin,HSDX009,0,1.0,90
glutamatergic neuron.,47,train_mean,0.3576575517654419,0.0917871668934822,conch,human,skin,HSDX009,0,1.0,90
